FEATURE	UP_INTRONS_HeLa_SRRM2-KD_N_DATAPOINTS	UP_INTRONS_HeLa_SRRM2-KD_N_NA	UP_INTRONS_HeLa_SRRM2-KD_MEAN	UP_INTRONS_HeLa_SRRM2-KD_MEDIAN	DOWN_INTRONS_HeLa_SRRM2-KD_N_DATAPOINTS	DOWN_INTRONS_HeLa_SRRM2-KD_N_NA	DOWN_INTRONS_HeLa_SRRM2-KD_MEAN	DOWN_INTRONS_HeLa_SRRM2-KD_MEDIAN	CR_N_DATAPOINTS	CR_N_NA	CR_MEAN	CR_MEDIAN	CS_N_DATAPOINTS	CS_N_NA	CS_MEAN	CS_MEDIAN	AS_NC_N_DATAPOINTS	AS_NC_N_NA	AS_NC_MEAN	AS_NC_MEDIAN	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_DOWN_INTRONS_HeLa_SRRM2-KD	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_DOWN_INTRONS_HeLa_SRRM2-KD	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_CR	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_CR	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_CS	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_CS	PVAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_UP_INTRONS_HeLa_SRRM2-KD_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_HeLa_SRRM2-KD_VS_CR	QUAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_HeLa_SRRM2-KD_VS_CR	PVAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_HeLa_SRRM2-KD_VS_CS	QUAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_HeLa_SRRM2-KD_VS_CS	PVAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_HeLa_SRRM2-KD_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_DOWN_INTRONS_HeLa_SRRM2-KD_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CR_VS_CS	QUAL_MANN_WHITNEY_U_TEST_CR_VS_CS	PVAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CR_VS_AS_NC	PVAL_MANN_WHITNEY_U_TEST_CS_VS_AS_NC	QUAL_MANN_WHITNEY_U_TEST_CS_VS_AS_NC
INTRON_LENGTH	155	0	2166.02580645161	533	95	0	2396.23157894737	772	134	0	1152.23134328358	509	964	0	3879.24585062241	1255.5	946	0	1716.51797040169	521.5	0.168065018832339	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.586840799144713	UP_INTRONS_HeLa_SRRM2-KD = CR	4.87265555517399e-06	*** : UP_INTRONS_HeLa_SRRM2-KD < CS	0.987715416575403	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.0525693239265297	DOWN_INTRONS_HeLa_SRRM2-KD = CR	0.0524127004413834	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.074430505458746	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	1.0812883700953e-07	*** : CR < CS	0.472173116420603	CR = AS_NC	2.92607139026021e-20	*** : CS > AS_NC
UPEXON_MEDIANLENGTH	155	0	164.854838709677	133	95	0	183.078947368421	125	134	0	356.55223880597	202.25	964	0	150.184647302905	128.5	946	0	160.075052854123	123.5	0.763472881332696	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	3.86644263632884e-06	*** : UP_INTRONS_HeLa_SRRM2-KD < CR	0.91055708167086	UP_INTRONS_HeLa_SRRM2-KD = CS	0.416965864882104	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	5.58286752695878e-05	*** : DOWN_INTRONS_HeLa_SRRM2-KD < CR	0.763170540202912	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.761731387253016	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	3.20884515322559e-10	*** : CR > CS	1.57613589129161e-10	*** : CR > AS_NC	0.175506063632472	CS = AS_NC
DOEXON_MEDIANLENGTH	155	0	375.767741935484	140	95	0	244.505263157895	136	134	0	361.462686567164	182.5	964	0	246.345954356846	129	946	0	268.244186046512	131.25	0.208158648545432	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.0260182067585495	*   : UP_INTRONS_HeLa_SRRM2-KD > CR	0.0182821649041259	*   : UP_INTRONS_HeLa_SRRM2-KD > CS	0.111374088018328	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.000480697669413702	*** : DOWN_INTRONS_HeLa_SRRM2-KD < CR	0.691271558803029	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.768971550955416	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	2.4857874751064e-08	*** : CR > CS	5.78223856679209e-06	*** : CR > AS_NC	0.138226511828844	CS = AS_NC
RATIO_UPEXON_INTRON_LENGTH	155	0	0.475156787473435	0.243243243243243	95	0	0.442579132553651	0.162243365047571	134	0	1.04078534689889	0.343735272699735	964	0	0.328646784623696	0.095874131277446	946	0	0.479909683484362	0.236098083880477	0.165579641064544	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.00242492635691395	**  : UP_INTRONS_HeLa_SRRM2-KD < CR	1.2386542324708e-06	*** : UP_INTRONS_HeLa_SRRM2-KD > CS	0.745408024945974	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.000146514168025331	*** : DOWN_INTRONS_HeLa_SRRM2-KD < CR	0.0326434953268244	*   : DOWN_INTRONS_HeLa_SRRM2-KD > CS	0.145130941400305	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	8.2837037354305e-16	*** : CR > CS	4.36146648594398e-05	*** : CR > AS_NC	1.46819412713013e-18	*** : CS < AS_NC
RATIO_DOEXON_INTRON_LENGTH	155	0	1.03325436214102	0.3531501657982	95	0	0.547007289315789	0.19170243204578	134	0	1.47559127536395	0.351779183552437	964	0	0.467174100483186	0.110794778918098	946	0	0.802518937918837	0.262484422289479	0.0176405279868721	*   : UP_INTRONS_HeLa_SRRM2-KD > DOWN_INTRONS_HeLa_SRRM2-KD	0.225607402008606	UP_INTRONS_HeLa_SRRM2-KD = CR	1.45191823412208e-08	*** : UP_INTRONS_HeLa_SRRM2-KD > CS	0.268197352213642	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.000620764831746247	*** : DOWN_INTRONS_HeLa_SRRM2-KD < CR	0.102365901014048	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.0327653568380718	*   : DOWN_INTRONS_HeLa_SRRM2-KD < AS_NC	4.59092182664478e-13	*** : CR > CS	0.00522332573042757	**  : CR > AS_NC	1.17687378358075e-19	*** : CS < AS_NC
INTRON_GCC	155	0	0.513464419036701	0.52549889135255	95	0	0.500921932825983	0.514792899408284	134	0	0.540638609433242	0.527639602053915	964	0	0.462795321523682	0.44051488241893	946	0	0.538178941546545	0.54396867979595	0.366184372814092	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.0741774472372658	UP_INTRONS_HeLa_SRRM2-KD = CR	1.67063248306156e-08	*** : UP_INTRONS_HeLa_SRRM2-KD > CS	0.0105787130442278	*   : UP_INTRONS_HeLa_SRRM2-KD < AS_NC	0.0135932299987159	*   : DOWN_INTRONS_HeLa_SRRM2-KD < CR	0.00185868938713048	**  : DOWN_INTRONS_HeLa_SRRM2-KD > CS	0.00296321506046175	**  : DOWN_INTRONS_HeLa_SRRM2-KD < AS_NC	8.03348632150596e-14	*** : CR > CS	0.86779721891314	CR = AS_NC	1.99986338405189e-46	*** : CS < AS_NC
UPEXON_GCC	155	0	0.550849746424115	0.561643835616438	95	0	0.557332286741162	0.57037037037037	134	0	0.551600950764253	0.571212491846053	964	0	0.513191198504784	0.503970504821327	946	0	0.572650744108913	0.58609707884911	0.493521343643338	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.505722920231109	UP_INTRONS_HeLa_SRRM2-KD = CR	1.0898886170918e-06	*** : UP_INTRONS_HeLa_SRRM2-KD > CS	0.00391267112977295	**  : UP_INTRONS_HeLa_SRRM2-KD < AS_NC	0.990308428138853	DOWN_INTRONS_HeLa_SRRM2-KD = CR	4.57131804592506e-05	*** : DOWN_INTRONS_HeLa_SRRM2-KD > CS	0.170474075288432	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	1.99789336986451e-05	*** : CR > CS	0.143291197230177	CR = AS_NC	1.17805401152001e-36	*** : CS < AS_NC
DOEXON_GCC	155	0	0.533688290518796	0.546934995708542	95	0	0.537607310001384	0.53968253968254	134	0	0.527008296798028	0.52971436794014	964	0	0.498499165562202	0.496447467876039	946	0	0.549441303342861	0.566666666666667	0.876850989003685	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.618804018175792	UP_INTRONS_HeLa_SRRM2-KD = CR	1.99242923595774e-05	*** : UP_INTRONS_HeLa_SRRM2-KD > CS	0.0451210191166943	*   : UP_INTRONS_HeLa_SRRM2-KD < AS_NC	0.476082604858758	DOWN_INTRONS_HeLa_SRRM2-KD = CR	0.000487033465526601	*** : DOWN_INTRONS_HeLa_SRRM2-KD > CS	0.1795247858198	DOWN_INTRONS_HeLa_SRRM2-KD = AS_NC	0.00776785202563501	**  : CR > CS	0.0328865669174813	*   : CR < AS_NC	2.04679171511016e-29	*** : CS < AS_NC
RATIO_UPEXON_INTRON_GCC	155	0	1.10156491146011	1.07414085755587	95	0	1.13776372193976	1.11335423197492	134	0	1.03965737365517	1.0301859075121	964	0	1.13654206967265	1.09725650545187	946	0	1.08702032417059	1.05446643953327	0.11929810995367	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.00608430901909178	**  : UP_INTRONS_HeLa_SRRM2-KD > CR	0.0954490513416074	UP_INTRONS_HeLa_SRRM2-KD = CS	0.306106761522313	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	0.000128510772325977	*** : DOWN_INTRONS_HeLa_SRRM2-KD > CR	0.611296017105611	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.00569266443614545	**  : DOWN_INTRONS_HeLa_SRRM2-KD > AS_NC	1.09163191277514e-06	*** : CR < CS	0.00759913935304256	**  : CR < AS_NC	4.92847978044169e-07	*** : CS > AS_NC
RATIO_DOEXON_INTRON_GCC	155	0	1.05761147798666	1.04604736866872	95	0	1.09633082702055	1.08370676251677	134	0	0.985322042178495	0.990464780068741	964	0	1.1023443249276	1.08317423327362	946	0	1.04069629270677	1.02136819916921	0.0605647847516418	UP_INTRONS_HeLa_SRRM2-KD = DOWN_INTRONS_HeLa_SRRM2-KD	0.00072544313003982	*** : UP_INTRONS_HeLa_SRRM2-KD > CR	0.00596754444367069	**  : UP_INTRONS_HeLa_SRRM2-KD < CS	0.118340698054315	UP_INTRONS_HeLa_SRRM2-KD = AS_NC	9.31083000044635e-06	*** : DOWN_INTRONS_HeLa_SRRM2-KD > CR	0.999298678123555	DOWN_INTRONS_HeLa_SRRM2-KD = CS	0.000863888959158261	*** : DOWN_INTRONS_HeLa_SRRM2-KD > AS_NC	3.14592400452768e-10	*** : CR < CS	0.00415083629234667	**  : CR < AS_NC	2.73175625424267e-14	*** : CS > AS_NC
